id,naver_place_id,name,category,address,lat,lng,review_count,voted_total,voter_count
2053,1894401660,오즈엘피바,술집,와우산로29바길 11 2층 OZ LP Bar,37.5558606,126.9261847,21,44,16
2054,773104043,원써머나잇,요리주점,와우산로29길 4-26,37.5550324,126.9296108,3,,
2055,1105425786,M,유흥주점,신촌로14길 5 지하1층,37.5556675,126.9339799,2,3,2
2056,2046254898,Nookie,바(BAR),와우산로35길 23 1층,37.5559236,126.929259,19,89,19
2057,1152661518,카와카츠 합정점,"일식, 돈가스",서울특별시 마포구 양화로 78-7 1층 카와카츠,37.5514679,126.9173802,3289,15110,3715
2058,1528469138,옥돈 홍대점,돼지고기구이,양화로 99 1층 102호,37.5530974,126.9183495,399,1696,357
2059,1185506401,잇스시,"초밥,롤",홍익로5안길 24 1층 101호,37.5536986,126.9215158,1515,6082,1293
2060,2055311913,숙성소곱창간장게장 무한곱게,한식,홍익로5안길 36 지엘빌딩 1층,37.5533063,126.9208965,1439,5801,1417
2061,1088186105,만평우동 홍대점,"우동,소바",잔다리로6길 25 지하 1층,37.5523482,126.9206855,7495,27316,6537
2062,1000095672,커리지널,카레,잔다리로7안길 3 1층 커리지널,37.5529395,126.9173437,1105,3623,971
2063,1020196719,제주특별집 홍대점,돼지고기구이,잔다리로6길 36 1층,37.5522789,126.9211779,639,2622,606
2064,1697854620,일편장어 홍대본점,"장어,먹장어요리",양화로16길 15 2층 201호,37.5534403,126.9205912,331,1393,285
2065,1545327635,오복솥뚜껑 홍대점,"육류,고기요리",잔다리로6길 35 1층,37.552404,126.9211113,3121,11326,2984
2066,911607128,홍대IN파스타,양식,홍익로5안길 32 준빌라,37.5534442,126.9211407,3600,9281,2726
2067,1610094883,솥돈 홍대점,돼지고기구이,잔다리로 35 1층 101호,37.5514843,126.9193657,1126,4077,1086
2068,1873955788,스시노칸도 홍대점,"초밥,롤",잔다리로6길 30 서교뉴빌라 2층,37.5522542,126.920827,5242,17495,4600
2069,1948879688,멘도무카우,일본식라면,동교로18길 41 1층,37.5536415,126.9180832,299,997,167
2070,555809213,홍대족발,"족발,보쌈",양화로16길 18 1층,37.5531496,126.9205063,1095,3721,999
2071,1185189754,나성타코,"멕시코,남미음식",잔다리로2길 24 2층,37.5515294,126.9212139,1834,4591,1547
2072,31063461,강강술래 홍대점,"육류,고기요리",잔다리로6길 25 재륜빌딩,37.5523516,126.9204657,2013,3931,948
2073,13575244,노루목황소곱창 2호점,"곱창,막창,양",홍익로3길 32 1층 노루목 황소곱창,37.5531637,126.9216512,1367,2905,961
2074,1830503715,따롱이훠궈 홍대점,중식당,홍익로3길 32 2층,37.5530136,126.9215135,3465,13041,3270
2075,32572240,신미경홍대닭갈비,닭갈비,와우산로21길 31-10 1층,37.552134,126.9218911,2558,2927,986
2076,1045338556,탭샵바 합정점,와인,양화로 81 H스퀘어 1층,37.5520866,126.9168993,1789,7394,1687
2077,11721468,마포만두 합정점,만두,양화로7길 12,37.5513732,126.9151835,2196,2359,787
2078,1868232962,홍대 소고기 뭉티크 본점,"육류,고기요리","양화로16길 21 2, 3층",37.5532106,126.9207735,2489,9633,2388
2079,2061587714,할랄스텍스,양식,양화로16길 26 2층,37.5529882,126.9209697,373,1497,343
2080,1423621385,홍대부대찌개,한식,홍익로5안길 34 1층,37.5533568,126.921058,741,2968,711
2081,753331433,버거킹 서교동사거리점,햄버거,양화로 100,37.5526513,126.9185566,6991,7575,2244
2082,1525659751,더맨타코 홍대서교점,"멕시코,남미음식",잔다리로6길 23 1층 더맨타코 홍대서교점,37.5522792,126.9203695,689,2728,654
2083,36202928,진진,중식당,월드컵북로1길 60 1층 진진,37.5537804,126.918479,1595,2130,723
2084,1330586423,김숙성 홍대점,"육류,고기요리",홍익로3길 32 1층,37.5530497,126.9216442,1517,5899,1432
2085,1188500976,테즈쿠리 홍대본점,일식당,홍익로5안길 32 홍대가자2 빌딩 2층,37.5534765,126.9211783,1053,4196,991
2086,1286959439,조씨야보 마라샤오반 마라탕 홍대점,마라탕,홍익로3길 36 2층,37.5528375,126.9215119,143,529,115
2087,2077573632,삼대포,"해물,생선요리",양화로16길 30-5 지1층,37.5527477,126.9212333,206,948,192
2088,34228290,홍대 돈까스 혼가츠,돈가스,와우산로21길 36-6 1층 102호,37.5526649,126.9220529,2971,7191,1856
2089,34959252,자성당,한식,잔다리로7안길 3 1층,37.5529465,126.9172983,781,1120,398
2090,2049192523,저저,한식,잔다리로 65 1층 101호,37.5534498,126.9171008,53,222,53
2091,1941805575,싸다김밥 홍대역점,분식,양화로 114 101호 102호 1층 싸다김밥,37.5536567,126.9199014,3064,3408,1101
2092,38314477,토끼정 홍대,일식당,잔다리로2길 13 1층~3층,37.5517087,126.9206943,1533,2800,932
2093,1272336785,청돈옥 홍대본점,"육류,고기요리",잔다리로6길 10 1층 청돈옥,37.5519884,126.9196179,3025,10562,2590
2094,1518836051,든든덮밥&곱도리 합정점,한식,양화로 72 1층 101동 111호 든든덮밥,37.5508523,126.9163132,3091,10552,2375
2095,1450883441,핏제리아오 합정역점,피자,양화로11길 14-5 1층,37.5522148,126.915842,696,2766,619
2096,1453367400,우주집 홍대본점,"육류,고기요리",양화로16길 15 1층 102호,37.5532672,126.9206121,74,303,70
2097,515523724,로켓치킨,"맥주,호프",양화로7길 6-4 로켓치킨,37.5513267,126.9154041,493,1043,348
2098,11858791,김앤김대게전문점,게요리,양화로 100 3층,37.5527584,126.9186891,1644,2195,652
2099,1301083077,합정구락부,퓨전음식,잔다리로7안길 31 1층 합정구락부,37.5524056,126.9159935,238,411,115
2100,13507856,가야가야,일본식라면,양화로10길 15 1층,37.5509935,126.9173641,206,349,98
2101,2098623036,센트럴사이트 합정점,카페,양화로7길 20 1층 센트럴사이트 합정점,37.551766,126.9148683,13,55,11
2102,1924266809,라운지365 홍대점,스터디카페,양화로 114 MJ더퍼스트홍대 201호,37.5535784,126.9198607,54,178,42
2103,1119733057,서교동 엠북카페,"카페,디저트",잔다리로 62-1 1층,37.5534554,126.9175552,109,283,81
2104,2036517829,텀 커피하우스,"카페,디저트",월드컵북로1길 74 1층,37.5534908,126.917797,22,100,22
2105,12998943,파리바게뜨 합정역점,베이커리,양화로 71 (서교동),37.5512802,126.9159019,2243,2416,798
2106,1200492138,ovo,"카페,디저트",양화로7안길 42 1층,37.5534959,126.9153034,263,689,215
2107,1152866180,메가MGC커피 합정중앙점,카페,양화로 73 체리스빌딩 1층,37.551443,126.9160664,2971,4619,1381
2108,1633669785,어드밴스 커피,"카페,디저트",잔다리로6길 20 1층 어드밴스 커피,37.5521382,126.920247,113,273,100
2109,1237131796,씨엘씨,"카페,디저트",홍익로5안길 47 1층,37.5528799,126.9205993,504,2004,475
2110,1784038635,NUHOOD,카페,월드컵로8길 53 1층,37.5536242,126.9152306,106,385,86
2111,1710551776,브루클린,"카페,디저트",양화로12길 16 더난빌딩 1층,37.5518361,126.9181322,291,501,146
2112,1500715014,미쉐 홍대지점,"카페,디저트","홍익로3길 35 1층 101호, 2층",37.5527901,126.9216453,267,477,211
2113,1327641177,벤티프레소 합정역점,카페,양화로 81 H 스퀘어 1층 101호,37.551898,126.9166332,126,296,85
